origin,season,color_name,size,application,bag_type,fabric,finishing,fit,foulard_type,outside_type,print,style,top_type,weather,nivel,dress/jumpsuit,grupo
NO_MAINSTREAM,9,black,XL,freetime,,cotton_tshirt,,tight,,,horizontal_stripes,casual,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,black,XS,freetime,,cotton_tshirt,,tight,,,horizontal_stripes,casual,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,beige,L,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,beige,M,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,beige,S,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,beige,XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,beige,XS,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,beige,XXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,L,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,M,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,S,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,XS,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,XXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,coral,L,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,coral,M,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,coral,S,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,coral,XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,coral,XS,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,coral,XXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,blue_dark,L,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,blue_dark,M,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,blue_dark,S,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,blue_dark,XL,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,blue_dark,XS,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,blue_dark,XXL,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,blue_dark,XXXL,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,pink,L,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,pink,M,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,pink,S,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,pink,X4XL,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,pink,XL,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,pink,XS,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,pink,XXL,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,pink,XXXL,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,L,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,M,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,S,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,X4XL,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,XL,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,XS,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,XXL,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,XXXL,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_dark,L,freetime,,cotton_tshirt,,straight,,,bodoque,casual,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,M,freetime,,cotton_tshirt,,straight,,,bodoque,casual,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,S,freetime,,cotton_tshirt,,straight,,,bodoque,casual,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,X4XL,freetime,,cotton_tshirt,,straight,,,bodoque,casual,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,XL,freetime,,cotton_tshirt,,straight,,,bodoque,casual,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,XS,freetime,,cotton_tshirt,,straight,,,bodoque,casual,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,XXL,freetime,,cotton_tshirt,,straight,,,bodoque,casual,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,XXXL,freetime,,cotton_tshirt,,straight,,,bodoque,casual,t-shirts,warm_season,2,False,
MAINSTREAM,8,black,L,freetime,,jersey,touchable,straight,,,diagonal_stripe,casual,t-shirts,cold_season,2,False,
MAINSTREAM,8,black,M,freetime,,jersey,touchable,straight,,,diagonal_stripe,casual,t-shirts,cold_season,2,False,
MAINSTREAM,8,black,XL,freetime,,jersey,touchable,straight,,,diagonal_stripe,casual,t-shirts,cold_season,2,False,
MAINSTREAM,8,black,XXL,freetime,,jersey,touchable,straight,,,diagonal_stripe,casual,t-shirts,cold_season,2,False,
MAINSTREAM,8,black,XXXL,freetime,,jersey,touchable,straight,,,diagonal_stripe,casual,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,blue_dark,L,freetime,,popeline,touchable,loose,,,sheets,street,tops,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,M,freetime,,popeline,touchable,loose,,,sheets,street,tops,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,S,freetime,,popeline,touchable,loose,,,sheets,street,tops,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,XL,freetime,,popeline,touchable,loose,,,sheets,street,tops,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,XS,freetime,,popeline,touchable,loose,,,sheets,street,tops,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,XXL,freetime,,popeline,touchable,loose,,,sheets,street,tops,warm_season,2,False,
NO_MAINSTREAM,9,pink,L,freetime,,cotton_tshirt,,straight,,,smooth,boho,tops,warm,2,False,
NO_MAINSTREAM,9,pink,M,freetime,,cotton_tshirt,,straight,,,smooth,boho,tops,warm,2,False,
NO_MAINSTREAM,9,pink,S,freetime,,cotton_tshirt,,straight,,,smooth,boho,tops,warm,2,False,
NO_MAINSTREAM,9,pink,XL,freetime,,cotton_tshirt,,straight,,,smooth,boho,tops,warm,2,False,
NO_MAINSTREAM,9,pink,XS,freetime,,cotton_tshirt,,straight,,,smooth,boho,tops,warm,2,False,
MAINSTREAM,8,white,L,freetime,,cotton_tshirt,ribbed,tight,,,smooth,classic,t-shirts,warm_season,2,False,
MAINSTREAM,8,white,M,freetime,,cotton_tshirt,ribbed,tight,,,smooth,classic,t-shirts,warm_season,2,False,
MAINSTREAM,8,white,S,freetime,,cotton_tshirt,ribbed,tight,,,smooth,classic,t-shirts,warm_season,2,False,
MAINSTREAM,8,white,XL,freetime,,cotton_tshirt,ribbed,tight,,,smooth,classic,t-shirts,warm_season,2,False,
MAINSTREAM,8,white,XS,freetime,,cotton_tshirt,ribbed,tight,,,smooth,classic,t-shirts,warm_season,2,False,
MAINSTREAM,8,white,XXL,freetime,,cotton_tshirt,ribbed,tight,,,smooth,classic,t-shirts,warm_season,2,False,
MAINSTREAM,8,white,XXXL,freetime,,cotton_tshirt,ribbed,tight,,,smooth,classic,t-shirts,warm_season,2,False,
MAINSTREAM,8,black,L,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,black,M,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,black,S,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,black,XL,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,black,XS,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,blue_dark,L,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,blue_dark,M,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,blue_dark,S,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,blue_dark,XL,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,blue_dark,XS,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,khaki,L,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,khaki,M,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,khaki,S,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,khaki,XL,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,8,khaki,XS,freetime,,cotton_tshirt,,loose,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
MAINSTREAM,9,blue_dark,L,freetime,,cotton_tshirt,marbled,loose,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,blue_dark,M,freetime,,cotton_tshirt,marbled,loose,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,blue_dark,S,freetime,,cotton_tshirt,marbled,loose,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,blue_dark,XL,freetime,,cotton_tshirt,marbled,loose,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,blue_dark,XXL,freetime,,cotton_tshirt,marbled,loose,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,ecru,L,freetime,,cotton_tshirt,marbled,loose,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,ecru,M,freetime,,cotton_tshirt,marbled,loose,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,ecru,S,freetime,,cotton_tshirt,marbled,loose,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,ecru,XL,freetime,,cotton_tshirt,marbled,loose,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,ecru,XXL,freetime,,cotton_tshirt,marbled,loose,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,yellow_light,L,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,yellow_light,M,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,yellow_light,S,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,yellow_light,XL,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,yellow_light,XXL,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,white,L,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,white,M,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,white,S,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,white,XL,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm_season,2,False,
MAINSTREAM,9,white,XXL,freetime,,cotton_tshirt,marbled,straight,,,smooth,casual,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue_dark,L,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_dark,M,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_dark,S,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_dark,XL,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_dark,XS,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_dark,XXL,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,ecru,L,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,ecru,M,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,ecru,S,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,ecru,XL,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,ecru,XS,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,ecru,XXL,freetime,,cotton_tshirt,crochet,loose,,,smooth,boho,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_dark,L,freetime,,cotton_tshirt,touchable,tight,,,horizontal_stripes,classic,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,blue_dark,M,freetime,,cotton_tshirt,touchable,tight,,,horizontal_stripes,classic,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,blue_dark,S,freetime,,cotton_tshirt,touchable,tight,,,horizontal_stripes,classic,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,blue_dark,XL,freetime,,cotton_tshirt,touchable,tight,,,horizontal_stripes,classic,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,blue_dark,XXL,freetime,,cotton_tshirt,touchable,tight,,,horizontal_stripes,classic,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,yellow,L,freetime,,cotton_tshirt,touchable,tight,,,horizontal_stripes,classic,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,yellow,M,freetime,,cotton_tshirt,touchable,tight,,,horizontal_stripes,classic,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,yellow,S,freetime,,cotton_tshirt,touchable,tight,,,horizontal_stripes,classic,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,yellow,XL,freetime,,cotton_tshirt,touchable,tight,,,horizontal_stripes,classic,t-shirts,cold_season,2,False,
NO_MAINSTREAM,9,yellow,XXL,freetime,,cotton_tshirt,touchable,tight,,,horizontal_stripes,classic,t-shirts,cold_season,2,False,
PREMIUM,9,black,L,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
PREMIUM,9,black,M,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
PREMIUM,9,black,S,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
PREMIUM,9,black,XS,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
PREMIUM,9,red,L,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
PREMIUM,9,red,M,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
PREMIUM,9,red,S,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
PREMIUM,9,red,XS,freetime,,cotton_tshirt,touchable,straight,,,smooth,casual,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,black,L,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,black,M,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,black,S,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,black,X4XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,black,XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,black,XXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,black,XXXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue,L,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue,M,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue,S,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue,X4XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue,XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue,XXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue,XXXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,mustand,L,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,mustand,M,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,mustand,S,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,mustand,X4XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,mustand,XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,mustand,XXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,mustand,XXXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,L,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,M,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,S,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,X4XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,XL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,XXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,white,XXXL,freetime,,cotton_tshirt,touchable,tight,,,smooth,classic,t-shirts,warm,2,False,
NO_MAINSTREAM,9,rust,L,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,rust,M,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,rust,S,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,rust,XL,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,rust,XXL,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,grey_blue,L,freetime,,cotton_tshirt,,straight,,,animal_print,street,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,grey_blue,M,freetime,,cotton_tshirt,,straight,,,animal_print,street,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,grey_blue,S,freetime,,cotton_tshirt,,straight,,,animal_print,street,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,grey_blue,XL,freetime,,cotton_tshirt,,straight,,,animal_print,street,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,grey_blue,XXL,freetime,,cotton_tshirt,,straight,,,animal_print,street,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,rust,L,freetime,,cotton_tshirt,,straight,,,animal_print,street,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,rust,M,freetime,,cotton_tshirt,,straight,,,animal_print,street,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,rust,S,freetime,,cotton_tshirt,,straight,,,animal_print,street,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,rust,XL,freetime,,cotton_tshirt,,straight,,,animal_print,street,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,rust,XXL,freetime,,cotton_tshirt,,straight,,,animal_print,street,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,rust,L,freetime,,cotton_tshirt,,straight,,,sheets,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,rust,M,freetime,,cotton_tshirt,,straight,,,sheets,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,rust,S,freetime,,cotton_tshirt,,straight,,,sheets,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,rust,XL,freetime,,cotton_tshirt,,straight,,,sheets,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,rust,XXL,freetime,,cotton_tshirt,,straight,,,sheets,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,8,rust,XXXL,freetime,,cotton_tshirt,,straight,,,sheets,boho,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,brick,L,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,brick,M,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,brick,S,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,brick,XL,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,gray_light,L,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,gray_light,M,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,gray_light,S,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,gray_light,XL,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,green_light,L,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,green_light,M,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,green_light,S,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,green_light,XL,freetime,,cotton_tshirt,marbled,tight,,,smooth,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_light,L,freetime,,cotton_tshirt,touchable,straight,,,horizontal_stripes,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_light,M,freetime,,cotton_tshirt,touchable,straight,,,horizontal_stripes,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_light,S,freetime,,cotton_tshirt,touchable,straight,,,horizontal_stripes,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue_light,XL,freetime,,cotton_tshirt,touchable,straight,,,horizontal_stripes,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,orange,L,freetime,,cotton_tshirt,touchable,straight,,,horizontal_stripes,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,orange,M,freetime,,cotton_tshirt,touchable,straight,,,horizontal_stripes,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,orange,S,freetime,,cotton_tshirt,touchable,straight,,,horizontal_stripes,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,orange,XL,freetime,,cotton_tshirt,touchable,straight,,,horizontal_stripes,casual,t-shirts,warm,2,False,
NO_MAINSTREAM,9,blue,L,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue,M,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue,S,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue,XL,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
NO_MAINSTREAM,9,blue,XXL,freetime,,cotton_tshirt,,straight,,,horizontal_stripes,classic,t-shirts,warm_season,2,False,
OWN_PRODUCTION,9,blue_dark,L,freetime,,artificial,,straight,,,sheets,classic,tops,warm_season,2,False,
