origin,season,color_name,size,application,bag_type,fabric,finishing,fit,foulard_type,outside_type,print,style,top_type,weather,nivel,dress/jumpsuit,grupo
MAINSTREAM,8,blue_dark,L,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,blue_dark,M,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,blue_dark,S,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,blue_dark,XL,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,blue_dark,XS,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,L,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,M,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,S,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,XL,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,XS,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,grey_dark,L,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,grey_dark,M,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,grey_dark,S,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,grey_dark,XL,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,grey_dark,XS,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,pink,L,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,pink,M,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,pink,S,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,pink,XL,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,pink,XS,freetime,,waterproof,padded,straight,,anorak,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,black,XL,freetime,,tech_fabric,touchable,straight,,feathers,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,black,XXXL,freetime,,tech_fabric,touchable,straight,,feathers,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,blue_dark,XL,freetime,,tech_fabric,touchable,straight,,feathers,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,blue_dark,XXXL,freetime,,tech_fabric,touchable,straight,,feathers,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,black,L,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,black,M,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,black,S,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,black,XL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,black,XS,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,black,XXL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,blue_turquoise,L,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,blue_turquoise,M,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,blue_turquoise,S,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,blue_turquoise,XL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,blue_turquoise,XS,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,blue_turquoise,XXL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,L,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,M,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,S,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,XL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,XS,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,XXL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,L,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,M,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,S,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,XL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,XS,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,green_dark,XXL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,pink,L,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,pink,M,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,pink,S,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,pink,XL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,pink,XS,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,pink,XXL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,rust,L,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,rust,M,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,rust,S,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,rust,XL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,rust,XS,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,rust,XXL,freetime,,baize,,straight,,coat,smooth,boho,,cold,3,False,abrigo
WHOLE_SALE,7,grey_dark,L,freetime,,baize,touchable,straight,,coat,animal_print,classic,,cold,3,False,abrigo
WHOLE_SALE,7,grey_dark,M,freetime,,baize,touchable,straight,,coat,animal_print,classic,,cold,3,False,abrigo
WHOLE_SALE,7,grey_dark,S,freetime,,baize,touchable,straight,,coat,animal_print,classic,,cold,3,False,abrigo
MAINSTREAM,8,brown,L,freetime,,baize,,oversize,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,brown,M,freetime,,baize,,oversize,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,brown,S,freetime,,baize,,oversize,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,brown,XL,freetime,,baize,,oversize,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,brown,XS,freetime,,baize,,oversize,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,brown,XXL,freetime,,baize,,oversize,,coat,smooth,minimal,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,L,freetime,,tech_fabric,touchable,straight,,anorak,smooth,classic,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,M,freetime,,tech_fabric,touchable,straight,,anorak,smooth,classic,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,S,freetime,,tech_fabric,touchable,straight,,anorak,smooth,classic,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,XL,freetime,,tech_fabric,touchable,straight,,anorak,smooth,classic,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,XS,freetime,,tech_fabric,touchable,straight,,anorak,smooth,classic,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,XXL,freetime,,tech_fabric,touchable,straight,,anorak,smooth,classic,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,XXXL,freetime,,tech_fabric,touchable,straight,,anorak,smooth,classic,,cold,3,False,abrigo
MAINSTREAM,8,black,L,freetime,,tech_fabric,padded,straight,,parka,smooth,classic,,cold,3,False,abrigo
MAINSTREAM,8,black,M,freetime,,tech_fabric,padded,straight,,parka,smooth,classic,,cold,3,False,abrigo
MAINSTREAM,8,black,S,freetime,,tech_fabric,padded,straight,,parka,smooth,classic,,cold,3,False,abrigo
MAINSTREAM,8,black,XL,freetime,,tech_fabric,padded,straight,,parka,smooth,classic,,cold,3,False,abrigo
MAINSTREAM,8,black,XS,freetime,,tech_fabric,padded,straight,,parka,smooth,classic,,cold,3,False,abrigo
MAINSTREAM,8,camel,L,freetime,,tech_fabric,padded,straight,,parka,smooth,classic,,cold,3,False,abrigo
MAINSTREAM,8,camel,M,freetime,,tech_fabric,padded,straight,,parka,smooth,classic,,cold,3,False,abrigo
MAINSTREAM,8,camel,S,freetime,,tech_fabric,padded,straight,,parka,smooth,classic,,cold,3,False,abrigo
MAINSTREAM,8,camel,XL,freetime,,tech_fabric,padded,straight,,parka,smooth,classic,,cold,3,False,abrigo
MAINSTREAM,8,camel,XS,freetime,,tech_fabric,padded,straight,,parka,smooth,classic,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,L,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,black,M,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,black,S,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,black,XL,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,black,XS,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,black,XXL,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,garnet,L,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,garnet,M,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,garnet,S,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,garnet,XL,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,garnet,XS,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,garnet,XXL,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,green,L,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,green,M,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,green,S,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,green,XL,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,green,XS,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,green,XXL,freetime,,tech_fabric,padded,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,L,freetime,,baize,marbled,loose,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,M,freetime,,baize,marbled,loose,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,S,freetime,,baize,marbled,loose,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,XL,freetime,,baize,marbled,loose,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,XS,freetime,,baize,marbled,loose,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,L,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,M,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,S,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,XL,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,XS,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,XXL,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,mustand,L,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,mustand,M,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,mustand,S,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,mustand,XL,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,mustand,XS,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,mustand,XXL,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,rust,L,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,rust,M,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,rust,S,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,rust,XL,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,rust,XS,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
NO_MAINSTREAM,8,rust,XXL,freetime,,waterproof,,tight,,feathers,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,black,L,freetime,,tech_fabric,,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,black,M,freetime,,tech_fabric,,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,black,S,freetime,,tech_fabric,,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,black,XL,freetime,,tech_fabric,,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,black,XS,freetime,,tech_fabric,,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,black,XXL,freetime,,tech_fabric,,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,black,L,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,black,M,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,black,S,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,black,XL,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,black,XS,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,garnet,L,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,garnet,M,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,garnet,S,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,garnet,XL,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,garnet,XS,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,L,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,M,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,S,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,XL,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,gray_light,XS,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,green_dark,L,freetime,,lambskin,,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,green_dark,M,freetime,,lambskin,,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,green_dark,S,freetime,,lambskin,,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,green_dark,XS,freetime,,lambskin,,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,beige,L,freetime,,lambskin,touchable,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,beige,M,freetime,,lambskin,touchable,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,beige,S,freetime,,lambskin,touchable,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,beige,XL,freetime,,lambskin,touchable,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,beige,XS,freetime,,lambskin,touchable,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,L,freetime,,lambskin,touchable,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,M,freetime,,lambskin,touchable,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,S,freetime,,lambskin,touchable,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,XL,freetime,,lambskin,touchable,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,XS,freetime,,lambskin,touchable,straight,,coat,smooth,boho,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,L,freetime,,tech_fabric,padded,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,M,freetime,,tech_fabric,padded,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,S,freetime,,tech_fabric,padded,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,XL,freetime,,tech_fabric,padded,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
NO_MAINSTREAM,8,black,XS,freetime,,tech_fabric,padded,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,L,freetime,,tech_fabric,padded,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,M,freetime,,tech_fabric,padded,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,S,freetime,,tech_fabric,padded,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,XL,freetime,,tech_fabric,padded,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
NO_MAINSTREAM,8,blue_dark,XS,freetime,,tech_fabric,padded,straight,,feathers,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,9,blue_dark,L,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,M,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,S,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,XL,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,XS,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,fuchsia,L,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,fuchsia,M,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,fuchsia,S,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,fuchsia,XL,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,fuchsia,XS,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,gray_light,L,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,gray_light,M,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,gray_light,S,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,gray_light,XL,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,gray_light,XS,freetime,,felt,marbled,straight,,coat,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,khaki,L,freetime,,twill,,straight,,parka,smooth,street,,warm_season,3,False,abrigo
MAINSTREAM,9,khaki,M,freetime,,twill,,straight,,parka,smooth,street,,warm_season,3,False,abrigo
MAINSTREAM,9,khaki,S,freetime,,twill,,straight,,parka,smooth,street,,warm_season,3,False,abrigo
MAINSTREAM,9,khaki,XL,freetime,,twill,,straight,,parka,smooth,street,,warm_season,3,False,abrigo
MAINSTREAM,9,khaki,XS,freetime,,twill,,straight,,parka,smooth,street,,warm_season,3,False,abrigo
MAINSTREAM,9,khaki,XXL,freetime,,twill,,straight,,parka,smooth,street,,warm_season,3,False,abrigo
MAINSTREAM,9,blue_dark,L,freetime,,waterproof,waterproof,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,M,freetime,,waterproof,waterproof,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,S,freetime,,waterproof,waterproof,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,XL,freetime,,waterproof,waterproof,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,XS,freetime,,waterproof,waterproof,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,XXL,freetime,,waterproof,waterproof,straight,,anorak,smooth,classic,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,L,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,M,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,S,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,XL,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,XXL,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,blue_dark,XXXL,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,camel,L,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,camel,M,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,camel,S,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,camel,XL,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,camel,XXL,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,camel,XXXL,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,yellow,L,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,yellow,M,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,yellow,S,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,yellow,XL,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,yellow,XXL,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,9,yellow,XXXL,freetime,,mixed,,straight,,coat,smooth,minimal,,cold_season,3,False,abrigo
MAINSTREAM,8,grey,L,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,grey,M,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,grey,S,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,grey,XL,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,grey,XS,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,grey,XXL,freetime,,baize,marbled,straight,,coat,smooth,boho,,cold,3,False,abrigo
MAINSTREAM,8,khaki,L,freetime,,baize,,straight,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,khaki,M,freetime,,baize,,straight,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,khaki,S,freetime,,baize,,straight,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,khaki,XL,freetime,,baize,,straight,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,khaki,XS,freetime,,baize,,straight,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,khaki,XXL,freetime,,baize,,straight,,coat,smooth,minimal,,cold,3,False,abrigo
MAINSTREAM,8,black,L,freetime,,baize,,straight,,coat,smooth,casual,,cold,3,False,abrigo
MAINSTREAM,8,black,XS,freetime,,baize,,straight,,coat,smooth,casual,,cold,3,False,abrigo
WHOLE_SALE,8,camel,L,freetime,,baize,,straight,,coat,herringbone,boho,,cold,3,False,abrigo
WHOLE_SALE,8,camel,M,freetime,,baize,,straight,,coat,herringbone,boho,,cold,3,False,abrigo
WHOLE_SALE,8,camel,S,freetime,,baize,,straight,,coat,herringbone,boho,,cold,3,False,abrigo
WHOLE_SALE,8,ecru,L,work,,fur,,straight,,jacket,smooth,classic,,cold,3,False,abrigo
WHOLE_SALE,8,ecru,M,work,,fur,,straight,,jacket,smooth,classic,,cold,3,False,abrigo
WHOLE_SALE,8,ecru,S,work,,fur,,straight,,jacket,smooth,classic,,cold,3,False,abrigo
